timestamp,current_size,sterilized_count,monthly_sterilization,months,sterilization_cost,use_monte_carlo,final_population,final_sterilized,total_sterilizations,total_cost,population_growth,monthly_populations,monthly_sterilized,params
2024-12-12 21:24:06,10,0,1,12,50.0,False,9,9,12,600.0,-1,"10,10,14,13,11,10,10,10,9,9,9,9,9","0,1,2,3,4,5,6,7,7,8,9,9,9","{'breeding_rate': 0.85, 'kittens_per_litter': 4, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.8, 'female_ratio': 0.5, 'adult_survival_rate': 0.92, 'kitten_maturity_months': 5, 'seasonal_breeding_amplitude': 0.15, 'peak_breeding_month': 3, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.95, 'shelter_quality': 0.85, 'urban_risk': 0.08, 'disease_risk': 0.04, 'natural_risk': 0.04, 'caretaker_support': 1.0, 'feeding_consistency': 0.95, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2}"
2024-12-12 21:24:09,10,0,1,12,50.0,False,10,10,12,600.0,0,"10,10,9,14,14,15,12,11,11,11,10,10,10","0,1,2,3,3,4,5,6,7,8,8,10,10","{'breeding_rate': 0.85, 'kittens_per_litter': 4, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.8, 'female_ratio': 0.5, 'adult_survival_rate': 0.92, 'kitten_maturity_months': 5, 'seasonal_breeding_amplitude': 0.15, 'peak_breeding_month': 3, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.95, 'shelter_quality': 0.85, 'urban_risk': 0.08, 'disease_risk': 0.04, 'natural_risk': 0.04, 'caretaker_support': 1.0, 'feeding_consistency': 0.95, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2}"
2024-12-12 21:24:17,10,0,1,12,50.0,False,8,8,12,600.0,-2,"10,10,10,9,13,10,9,9,8,8,8,8,8","0,1,2,2,2,3,3,4,4,5,6,7,8","{'breeding_rate': 0.85, 'kittens_per_litter': 4.0, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.15, 'female_ratio': 0.5, 'adult_survival_rate': 0.75, 'kitten_maturity_months': 6.0, 'seasonal_breeding_amplitude': 0.2, 'peak_breeding_month': 3.0, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.9, 'shelter_quality': 0.8, 'urban_risk': 0.1, 'disease_risk': 0.05, 'natural_risk': 0.05, 'caretaker_support': 0.8, 'feeding_consistency': 0.9, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2, 'density_mortality_factor': 0.5, 'mortality_threshold': 30.0, 'survival_density_factor': 0.3, 'gestation_months': 2.0}"
2024-12-12 21:24:22,10,0,1,12,50.0,False,3,3,12,600.0,-7,"10,9,6,6,6,6,5,4,4,3,3,3,3","0,1,1,2,3,4,4,4,4,3,3,3,3","{'breeding_rate': 0.85, 'kittens_per_litter': 4.0, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.1, 'female_ratio': 0.5, 'adult_survival_rate': 0.2, 'kitten_maturity_months': 6.0, 'seasonal_breeding_amplitude': 0.2, 'peak_breeding_month': 3.0, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.9, 'shelter_quality': 0.8, 'urban_risk': 0.1, 'disease_risk': 0.05, 'natural_risk': 0.05, 'caretaker_support': 0.8, 'feeding_consistency': 0.9, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2, 'density_mortality_factor': 0.5, 'mortality_threshold': 30.0, 'survival_density_factor': 0.3, 'gestation_months': 2.0}"
2024-12-12 21:24:26,10,0,1,60,50.0,False,0,0,60,3000.0,-10,"10,10,14,11,9,8,7,6,5,5,4,4,3,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,2,2,2,3,3,2,3,4,4,4,3,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","{'breeding_rate': 0.85, 'kittens_per_litter': 4.0, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.1, 'female_ratio': 0.5, 'adult_survival_rate': 0.2, 'kitten_maturity_months': 6.0, 'seasonal_breeding_amplitude': 0.2, 'peak_breeding_month': 3.0, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.9, 'shelter_quality': 0.8, 'urban_risk': 0.1, 'disease_risk': 0.05, 'natural_risk': 0.05, 'caretaker_support': 0.8, 'feeding_consistency': 0.9, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2, 'density_mortality_factor': 0.5, 'mortality_threshold': 30.0, 'survival_density_factor': 0.3, 'gestation_months': 2.0}"
2024-12-12 21:24:30,142,0,1,60,50.0,False,1,1,60,3000.0,-141,"142,129,158,129,115,116,109,90,77,70,58,54,56,54,47,52,49,51,48,37,30,27,22,20,21,15,15,19,16,13,10,10,8,7,5,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,3,3,3,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","{'breeding_rate': 0.85, 'kittens_per_litter': 4.0, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.1, 'female_ratio': 0.5, 'adult_survival_rate': 0.2, 'kitten_maturity_months': 6.0, 'seasonal_breeding_amplitude': 0.2, 'peak_breeding_month': 3.0, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.9, 'shelter_quality': 0.8, 'urban_risk': 0.1, 'disease_risk': 0.05, 'natural_risk': 0.05, 'caretaker_support': 0.8, 'feeding_consistency': 0.9, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2, 'density_mortality_factor': 0.5, 'mortality_threshold': 30.0, 'survival_density_factor': 0.3, 'gestation_months': 2.0}"
2024-12-12 21:24:34,250,0,1,60,50.0,False,5,5,60,3000.0,-245,"250,241,282,269,272,276,265,241,227,195,172,167,160,135,122,119,119,117,117,110,107,95,90,72,64,59,54,55,53,60,59,52,42,51,49,48,43,36,36,30,33,30,32,32,25,21,19,18,17,16,18,15,14,12,11,10,9,8,7,7,5","0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,3,3,3,4,5,6,5,5,4,4,5,5,4,3,6,7,5","{'breeding_rate': 0.85, 'kittens_per_litter': 4.0, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.1, 'female_ratio': 0.5, 'adult_survival_rate': 0.2, 'kitten_maturity_months': 6.0, 'seasonal_breeding_amplitude': 0.2, 'peak_breeding_month': 3.0, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.9, 'shelter_quality': 0.8, 'urban_risk': 0.1, 'disease_risk': 0.05, 'natural_risk': 0.05, 'caretaker_support': 0.8, 'feeding_consistency': 0.9, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2, 'density_mortality_factor': 0.5, 'mortality_threshold': 30.0, 'survival_density_factor': 0.3, 'gestation_months': 2.0}"
2024-12-12 21:24:40,250,0,0,60,50.0,False,4,0,0,0.0,-246,"250,239,276,270,256,249,217,208,170,170,152,128,120,112,105,123,126,103,88,78,71,65,72,69,60,53,47,52,45,44,42,46,39,44,46,46,41,34,37,37,28,26,25,25,20,27,24,24,20,20,17,10,10,9,8,7,7,7,12,8,4","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","{'breeding_rate': 0.85, 'kittens_per_litter': 4.0, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.1, 'female_ratio': 0.5, 'adult_survival_rate': 0.2, 'kitten_maturity_months': 6.0, 'seasonal_breeding_amplitude': 0.2, 'peak_breeding_month': 3.0, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.9, 'shelter_quality': 0.8, 'urban_risk': 0.1, 'disease_risk': 0.05, 'natural_risk': 0.05, 'caretaker_support': 0.8, 'feeding_consistency': 0.9, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2, 'density_mortality_factor': 0.5, 'mortality_threshold': 30.0, 'survival_density_factor': 0.3, 'gestation_months': 2.0}"
2024-12-12 21:24:55,250,0,0,60,50.0,False,643,0,0,0.0,393,"250,279,371,367,466,462,516,513,529,546,572,561,564,583,560,583,560,517,559,553,533,537,535,532,509,493,503,518,529,533,544,534,542,543,552,536,534,528,512,551,565,563,551,556,576,553,569,512,499,534,516,513,583,585,573,600,603,619,646,624,643","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","{'breeding_rate': 0.85, 'kittens_per_litter': 4.0, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.9, 'female_ratio': 0.5, 'adult_survival_rate': 0.95, 'kitten_maturity_months': 6.0, 'seasonal_breeding_amplitude': 0.2, 'peak_breeding_month': 3.0, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.9, 'shelter_quality': 0.8, 'urban_risk': 0.1, 'disease_risk': 0.05, 'natural_risk': 0.05, 'caretaker_support': 0.8, 'feeding_consistency': 0.9, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2, 'density_mortality_factor': 0.5, 'mortality_threshold': 30.0, 'survival_density_factor': 0.3, 'gestation_months': 2.0}"
2024-12-12 21:28:03,10,0,1,12,50.0,False,10,10,12,600.0,0,"10,10,10,10,10,10,10,10,10,10,10,10,10","0,1,2,3,4,5,6,7,8,9,10,10,10","{'breeding_rate': 0.85, 'kittens_per_litter': 4, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.8, 'female_ratio': 0.5, 'adult_survival_rate': 0.92, 'kitten_maturity_months': 5, 'seasonal_breeding_amplitude': 0.15, 'peak_breeding_month': 3, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.95, 'shelter_quality': 0.85, 'urban_risk': 0.08, 'disease_risk': 0.04, 'natural_risk': 0.04, 'caretaker_support': 1.0, 'feeding_consistency': 0.95, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2}"
2024-12-12 21:28:08,10,0,1,60,50.0,False,7,7,60,3000.0,-3,"10,9,9,14,13,13,13,12,12,12,12,12,12,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,7,7","0,1,2,3,4,5,6,7,8,9,10,11,12,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,7,7","{'breeding_rate': 0.85, 'kittens_per_litter': 4, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.8, 'female_ratio': 0.5, 'adult_survival_rate': 0.92, 'kitten_maturity_months': 5, 'seasonal_breeding_amplitude': 0.15, 'peak_breeding_month': 3, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.95, 'shelter_quality': 0.85, 'urban_risk': 0.08, 'disease_risk': 0.04, 'natural_risk': 0.04, 'caretaker_support': 1.0, 'feeding_consistency': 0.95, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2}"
2024-12-12 21:28:15,79,0,1,60,50.0,False,105,29,60,3000.0,26,"79,80,91,108,116,126,132,127,130,134,134,137,125,139,114,129,151,150,139,143,136,126,133,133,126,124,116,114,115,102,91,90,90,87,94,95,87,84,86,83,75,81,89,93,95,105,104,111,93,89,96,106,110,103,110,110,109,111,111,117,105","0,1,1,1,1,1,2,2,2,2,2,3,3,3,4,5,5,5,5,5,5,6,7,8,8,9,10,10,11,11,12,12,12,12,13,14,15,16,16,17,18,18,19,20,20,21,21,21,22,22,22,23,23,24,25,26,25,26,27,28,29","{'breeding_rate': 0.85, 'kittens_per_litter': 4, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.8, 'female_ratio': 0.5, 'adult_survival_rate': 0.92, 'kitten_maturity_months': 5, 'seasonal_breeding_amplitude': 0.15, 'peak_breeding_month': 3, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.95, 'shelter_quality': 0.85, 'urban_risk': 0.08, 'disease_risk': 0.04, 'natural_risk': 0.04, 'caretaker_support': 1.0, 'feeding_consistency': 0.95, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2}"
2024-12-12 21:29:49,10,0,1,12,50.0,False,9,9,12,600.0,-1,"10,10,10,10,10,10,9,9,9,9,9,9,9","0,1,2,3,4,5,5,6,7,8,9,9,9","{'breeding_rate': 0.85, 'kittens_per_litter': 4, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.8, 'female_ratio': 0.5, 'adult_survival_rate': 0.92, 'kitten_maturity_months': 5, 'seasonal_breeding_amplitude': 0.15, 'peak_breeding_month': 3, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.95, 'shelter_quality': 0.85, 'urban_risk': 0.08, 'disease_risk': 0.04, 'natural_risk': 0.04, 'caretaker_support': 1.0, 'feeding_consistency': 0.95, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2}"
2024-12-12 21:29:53,10,0,0,12,50.0,False,14,0,0,0.0,4,"10,10,13,17,18,25,23,20,18,15,19,18,14","0,0,0,0,0,0,0,0,0,0,0,0,0","{'breeding_rate': 0.85, 'kittens_per_litter': 4, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.8, 'female_ratio': 0.5, 'adult_survival_rate': 0.92, 'kitten_maturity_months': 5, 'seasonal_breeding_amplitude': 0.15, 'peak_breeding_month': 3, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.95, 'shelter_quality': 0.85, 'urban_risk': 0.08, 'disease_risk': 0.04, 'natural_risk': 0.04, 'caretaker_support': 1.0, 'feeding_consistency': 0.95, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2}"
2024-12-12 21:40:11,10,0,1,12,50.0,False,7,7,12,600.0,-3,"10,9,8,8,8,8,8,8,8,7,7,7,7","0,1,2,3,4,5,6,7,8,7,7,7,7","{'breeding_rate': 0.85, 'kittens_per_litter': 4, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.8, 'female_ratio': 0.5, 'adult_survival_rate': 0.92, 'kitten_maturity_months': 5, 'seasonal_breeding_amplitude': 0.15, 'peak_breeding_month': 3, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.95, 'shelter_quality': 0.85, 'urban_risk': 0.08, 'disease_risk': 0.04, 'natural_risk': 0.04, 'caretaker_support': 1.0, 'feeding_consistency': 0.95, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2}"
2024-12-12 21:44:38,10,0,1,12,50.0,False,8,8,12,600.0,-2,"10,10,10,10,9,9,8,8,8,8,8,8,8","0,1,2,3,4,5,5,6,7,8,8,8,8","{'breeding_rate': 0.85, 'kittens_per_litter': 4, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.8, 'female_ratio': 0.5, 'adult_survival_rate': 0.92, 'kitten_maturity_months': 5, 'seasonal_breeding_amplitude': 0.15, 'peak_breeding_month': 3, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.95, 'shelter_quality': 0.85, 'urban_risk': 0.08, 'disease_risk': 0.04, 'natural_risk': 0.04, 'caretaker_support': 1.0, 'feeding_consistency': 0.95, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2}"
2024-12-12 22:00:04,10,0,1,12,50.0,False,9,9,12,600.0,-1,"10,10,14,17,13,11,11,10,10,9,9,9,9","0,1,2,3,4,4,5,6,7,7,8,9,9","{'breeding_rate': 0.85, 'kittens_per_litter': 4, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.8, 'female_ratio': 0.5, 'adult_survival_rate': 0.92, 'kitten_maturity_months': 5, 'seasonal_breeding_amplitude': 0.15, 'peak_breeding_month': 3, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.95, 'shelter_quality': 0.85, 'urban_risk': 0.08, 'disease_risk': 0.04, 'natural_risk': 0.04, 'caretaker_support': 1.0, 'feeding_consistency': 0.95, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2}"
2024-12-12 22:01:56,10,0,1,12,50.0,False,9,9,12,600.0,-1,"10,10,14,12,10,10,10,10,10,10,10,9,9","0,1,2,3,4,5,6,7,8,9,10,9,9","{'breeding_rate': 0.85, 'kittens_per_litter': 4, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.8, 'female_ratio': 0.5, 'adult_survival_rate': 0.92, 'kitten_maturity_months': 5, 'seasonal_breeding_amplitude': 0.15, 'peak_breeding_month': 3, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.95, 'shelter_quality': 0.85, 'urban_risk': 0.08, 'disease_risk': 0.04, 'natural_risk': 0.04, 'caretaker_support': 1.0, 'feeding_consistency': 0.95, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2}"
2024-12-12 22:03:40,10,0,1,12,50.0,False,8,8,12,600.0,-2,"10,10,14,12,11,9,9,9,8,8,8,8,8","0,1,2,3,4,4,5,6,7,8,8,8,8","{'breeding_rate': 0.85, 'kittens_per_litter': 4, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.8, 'female_ratio': 0.5, 'adult_survival_rate': 0.92, 'kitten_maturity_months': 5, 'seasonal_breeding_amplitude': 0.15, 'peak_breeding_month': 3, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.95, 'shelter_quality': 0.85, 'urban_risk': 0.08, 'disease_risk': 0.04, 'natural_risk': 0.04, 'caretaker_support': 1.0, 'feeding_consistency': 0.95, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2}"
2024-12-12 22:05:45,10,0,1,12,50.0,False,12,12,12,600.0,2,"10,10,13,13,12,12,12,12,12,12,12,12,12","0,1,2,3,4,5,6,7,8,9,10,11,12","{'breeding_rate': 0.85, 'kittens_per_litter': 4, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.8, 'female_ratio': 0.5, 'adult_survival_rate': 0.92, 'kitten_maturity_months': 5, 'seasonal_breeding_amplitude': 0.15, 'peak_breeding_month': 3, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.95, 'shelter_quality': 0.85, 'urban_risk': 0.08, 'disease_risk': 0.04, 'natural_risk': 0.04, 'caretaker_support': 1.0, 'feeding_consistency': 0.95, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2}"
2024-12-12 22:11:43,10,0,1,12,50.0,False,7,7,12,600.0,-3,"10,10,10,10,9,9,8,8,8,8,8,7,7","0,1,2,3,4,5,6,7,8,8,8,7,7","{'breeding_rate': 0.85, 'kittens_per_litter': 4, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.8, 'female_ratio': 0.5, 'adult_survival_rate': 0.92, 'kitten_maturity_months': 5, 'seasonal_breeding_amplitude': 0.15, 'peak_breeding_month': 3, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.95, 'shelter_quality': 0.85, 'urban_risk': 0.08, 'disease_risk': 0.04, 'natural_risk': 0.04, 'caretaker_support': 1.0, 'feeding_consistency': 0.95, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2}"
2024-12-12 22:13:53,10,0,1,12,50.0,False,8,8,12,600.0,-2,"10,10,10,10,10,9,9,9,9,9,9,8,8","0,1,2,3,4,5,6,7,8,9,9,8,8","{'breeding_rate': 0.85, 'kittens_per_litter': 4, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.8, 'female_ratio': 0.5, 'adult_survival_rate': 0.92, 'kitten_maturity_months': 5, 'seasonal_breeding_amplitude': 0.15, 'peak_breeding_month': 3, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.95, 'shelter_quality': 0.85, 'urban_risk': 0.08, 'disease_risk': 0.04, 'natural_risk': 0.04, 'caretaker_support': 1.0, 'feeding_consistency': 0.95, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2}"
2024-12-12 22:18:29,10,0,1,12,50.0,False,10,10,12,600.0,0,"10,10,10,10,10,10,10,10,10,10,10,10,10","0,1,2,3,4,5,6,7,8,9,10,10,10","{'breeding_rate': 0.85, 'kittens_per_litter': 4, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.8, 'female_ratio': 0.5, 'adult_survival_rate': 0.92, 'kitten_maturity_months': 5, 'seasonal_breeding_amplitude': 0.15, 'peak_breeding_month': 3, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.95, 'shelter_quality': 0.85, 'urban_risk': 0.08, 'disease_risk': 0.04, 'natural_risk': 0.04, 'caretaker_support': 1.0, 'feeding_consistency': 0.95, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2}"
2024-12-12 22:20:46,10,0,1,12,50.0,False,7,7,12,600.0,-3,"10,10,10,10,9,9,9,9,8,8,8,7,7","0,1,2,3,3,4,5,6,6,7,8,7,7","{'breeding_rate': 0.85, 'kittens_per_litter': 4.0, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.5, 'female_ratio': 0.5, 'adult_survival_rate': 0.75, 'kitten_maturity_months': 6.0, 'seasonal_breeding_amplitude': 0.2, 'peak_breeding_month': 3.0, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.9, 'shelter_quality': 0.8, 'urban_risk': 0.1, 'disease_risk': 0.05, 'natural_risk': 0.05, 'caretaker_support': 0.8, 'feeding_consistency': 0.9, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2, 'density_mortality_factor': 0.5, 'mortality_threshold': 30.0, 'survival_density_factor': 0.3, 'gestation_months': 2.0}"
2024-12-12 22:21:16,10,0,1,12,50.0,False,1404,3,12,600.0,1394,"10,60,120,274,378,484,553,735,853,1007,1064,1293,1404","0,1,2,3,3,3,3,3,3,3,3,3,3","{'breeding_rate': 1.0, 'kittens_per_litter': 8.0, 'litters_per_year': 4.0, 'kitten_survival_rate': 0.9, 'female_ratio': 0.5, 'adult_survival_rate': 0.95, 'kitten_maturity_months': 6.0, 'seasonal_breeding_amplitude': 0.5, 'peak_breeding_month': 12.0, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 1.0, 'shelter_quality': 1.0, 'urban_risk': 0.5, 'disease_risk': 0.5, 'natural_risk': 0.5, 'caretaker_support': 1.0, 'feeding_consistency': 1.0, 'sterilization_cost': 50.0, 'monthly_abandonment': 50.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2, 'density_mortality_factor': 0.5, 'mortality_threshold': 30.0, 'survival_density_factor': 0.3, 'gestation_months': 2.0}"
2024-12-12 22:24:17,10,0,1,12,50.0,False,10,10,12,600.0,0,"10,10,10,10,10,10,10,10,10,10,10,10,10","0,1,2,3,4,5,6,7,8,9,10,10,10","{'breeding_rate': 0.85, 'kittens_per_litter': 4.0, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.5, 'female_ratio': 0.5, 'adult_survival_rate': 0.75, 'kitten_maturity_months': 6.0, 'seasonal_breeding_amplitude': 0.2, 'peak_breeding_month': 3.0, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.9, 'shelter_quality': 0.8, 'urban_risk': 0.1, 'disease_risk': 0.05, 'natural_risk': 0.05, 'caretaker_support': 0.8, 'feeding_consistency': 0.9, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2, 'density_mortality_factor': 0.5, 'mortality_threshold': 30.0, 'survival_density_factor': 0.3, 'gestation_months': 2.0}"
2024-12-12 22:52:49,10,0,1,12,50.0,False,10,10,12,600.0,0,"10,10,10,19,17,15,14,12,10,10,10,10,10","0,1,2,3,4,5,6,7,8,9,10,10,10","{'breeding_rate': 0.85, 'kittens_per_litter': 4, 'litters_per_year': 2.5, 'kitten_survival_rate': 0.8, 'female_ratio': 0.5, 'adult_survival_rate': 0.92, 'kitten_maturity_months': 5, 'seasonal_breeding_amplitude': 0.15, 'peak_breeding_month': 3, 'base_food_capacity': 0.9, 'food_scaling_factor': 0.8, 'water_availability': 0.95, 'shelter_quality': 0.85, 'urban_risk': 0.08, 'disease_risk': 0.04, 'natural_risk': 0.04, 'caretaker_support': 1.0, 'feeding_consistency': 0.95, 'sterilization_cost': 50.0, 'monthly_abandonment': 0.0, 'abandoned_sterilized_ratio': 0.2, 'territory_size': 1000.0, 'density_impact_threshold': 1.2}"
