timestamp,current_size,sterilized_count,monthly_sterilization,months,breeding_rate,kittens_per_litter,litters_per_year,kitten_survival_rate,female_ratio,adult_survival_rate,kitten_maturity_months,sterilization_cost,seasonal_breeding_amplitude,peak_breeding_month,base_food_capacity,food_scaling_factor,water_availability,shelter_quality,urban_risk,disease_risk,natural_risk,caretaker_support,feeding_consistency,territory_size,density_impact_threshold,monthly_abandonment,final_population,final_sterilized,final_reproductive,final_kittens,total_cost,total_deaths,kitten_deaths,adult_deaths,natural_deaths,urban_deaths,disease_deaths,user_note,flag_timestamp
2024-12-07 23:17:51,60,72,5,21,0.25,2.0,2.0,0.1,0.5,0.25,6.0,0.2,3.0,0.9,0.8,0.9,0.8,0.3,0.25,0.05,0.8,0.9,50.0,2.0,0.2,1000.0,1.2,0.5,30.0,0.3,2.0,74,72,0,2,0.0,52,7,45,4,28,23,[60, 62, 69, 70, 70, 70, 71, 73, 74, 75, 77, 77, 77, 78, 79, 77, 76, 75, 76, 75, 72, 74],[15, 20, 25, 30, 32, 35, 40, 43, 46, 48, 52, 57, 61, 65, 69, 70, 72, 72, 73, 72, 70, 72],[45, 30, 26, 22, 20, 17, 14, 13, 15, 14, 10, 7, 5, 3, 2, 1, 1, 0, 0, 0, 0, 0],[0, 12, 18, 18, 18, 18, 17, 17, 13, 13, 15, 13, 11, 10, 8, 6, 3, 3, 3, 3, 2, 2],[0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0],[0, 2, 0, 2, 3, 4, 2, 2, 2, 3, 3, 1, 1, 1, 1, 4, 3, 3, 1, 3, 4, 0],[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0],[0, 1, 0, 2, 2, 2, 0, 0, 1, 1, 3, 1, 0, 1, 0, 3, 3, 3, 0, 1, 4, 0],[0, 1, 0, 1, 1, 2, 3, 2, 2, 2, 0, 1, 2, 0, 1, 1, 0, 0, 1, 2, 1, 0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0],0.07304545454545454,0.079,0,st,20241207_231825
