timestamp,current_size,sterilized_count,monthly_sterilization,months,breeding_rate,kittens_per_litter,litters_per_year,kitten_survival_rate,female_ratio,adult_survival_rate,kitten_maturity_months,sterilization_cost,seasonal_breeding_amplitude,peak_breeding_month,base_food_capacity,food_scaling_factor,water_availability,shelter_quality,urban_risk,disease_risk,natural_risk,caretaker_support,feeding_consistency,territory_size,density_impact_threshold,monthly_abandonment,final_population,final_sterilized,final_reproductive,final_kittens,total_cost,total_deaths,kitten_deaths,adult_deaths,natural_deaths,urban_deaths,disease_deaths,user_note,flag_timestamp
2024-12-07 23:05:27,10,0,0,12,0.85,4,2.5,0.7,0.5,0.9,5,0.2,3,0.9,0.8,0.9,0.8,0.1,0.05,0.05,0.8,0.9,50.0,0.0,0.2,1000.0,1.2,136,0,36,100,0.0,13,11,2,1,6,7,[10, 10, 19, 23, 32, 33, 41, 50, 58, 76, 89, 116, 136],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[10, 8, 8, 8, 8, 10, 10, 10, 18, 19, 27, 30, 36],[0, 2, 11, 15, 24, 23, 31, 40, 40, 57, 62, 86, 100],[0, 0, 0, 0, 0, 3, 1, 0, 2, 1, 1, 2, 1],[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1],[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0],[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 2, 1],[0, 0, 0, 0, 0, 2, 1, 0, 1, 1, 1, 0, 1],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0],0.05330769230769231,0.136,0,1,20241207_230541
