timestamp,current_size,sterilized_count,monthly_sterilization,months,breeding_rate,kittens_per_litter,litters_per_year,kitten_survival_rate,female_ratio,adult_survival_rate,kitten_maturity_months,sterilization_cost,seasonal_breeding_amplitude,peak_breeding_month,base_food_capacity,food_scaling_factor,water_availability,shelter_quality,urban_risk,disease_risk,natural_risk,caretaker_support,feeding_consistency,territory_size,density_impact_threshold,monthly_abandonment,final_population,final_sterilized,final_reproductive,final_kittens,total_cost,total_deaths,kitten_deaths,adult_deaths,natural_deaths,urban_deaths,disease_deaths,user_note,flag_timestamp
2024-12-07 23:36:36,10,0,1,12,0.85,4,2.5,0.7,0.5,0.9,5,0.2,3,0.9,0.8,0.9,0.8,0.1,0.05,0.05,0.8,0.9,50.0,2.0,0.2,1000.0,1.2,69,12,28,29,600.0,13,11,2,0,0,13,[10, 12, 14, 16, 21, 26, 31, 36, 42, 48, 53, 61, 69],[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12],[10, 7, 7, 9, 10, 12, 13, 14, 15, 18, 22, 25, 28],[0, 4, 5, 4, 7, 9, 12, 15, 19, 21, 21, 25, 29],[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 3, 3],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0],0.03575,0.069,0,no deaths?,20241207_233640
